ensembl_id,entrez_id,hgnc_symbol,hgnc_name,cytogenetic_location,uni_protein_id,gene_biotype
ENSG00000253800,,,,,,
ENSG00000269259,,,,,,
ENSG00000272812,,,,,,
ENSG00000022567,57210.0,SLC45A4,solute carrier family 45 member 4,8q24.3,Q5BKX6,protein_coding
ENSG00000203285,,,,,,
ENSG00000170312,983.0,CDK1,cyclin dependent kinase 1,10q21.2,B7Z3D6,protein_coding
ENSG00000170624,6444.0,SGCD,sarcoglycan delta,5q33.2-q33.3,Q92629,protein_coding
ENSG00000177034,345778.0,MTX3,metaxin 3,5q14.1,Q5HYI7,protein_coding
ENSG00000164346,10412.0,NSA2,"NSA2, ribosome biogenesis homolog",5q13.3,A0A0A0MQZ6,protein_coding
ENSG00000260566,,,,,,
ENSG00000198146,54989.0,ZNF770,zinc finger protein 770,15q14,Q6IQ21,protein_coding
ENSG00000221184,100302273.0,MIR1254-1,microRNA 1254-1,10q21.3,,miRNA
ENSG00000267034,,,,,,
ENSG00000248478,,,,,,
ENSG00000067836,79641.0,ROGDI,rogdi homolog,16p13.3,Q9GZN7,protein_coding
ENSG00000182704,25987.0,TSKU,"tsukushi, small leucine rich proteoglycan",11q13.5,A0A024R5J8,protein_coding
ENSG00000223398,,,,,,
ENSG00000253878,,,,,,
ENSG00000256538,,,,,,
ENSG00000199636,,,,,,
ENSG00000244650,,,,,,
ENSG00000224353,,,,,,
ENSG00000252735,,,,,,
ENSG00000145293,58478.0,ENOPH1,enolase-phosphatase 1,4q21.22,D6RA00,protein_coding
ENSG00000222414,,,,,,
ENSG00000268926,,,,,,
ENSG00000180891,404093.0,CUEDC1,CUE domain containing 1,17q22,Q9NWM3,protein_coding
ENSG00000271576,,,,,,
ENSG00000105971,858.0,CAV2,caveolin 2,7q31.2,P51636,protein_coding
ENSG00000253064,,,,,,
ENSG00000258435,,,,,,
ENSG00000080608,9933.0,PUM3,pumilio RNA binding family member 3,9p24.2,Q15397,protein_coding
ENSG00000162631,22854.0,NTNG1,netrin G1,1p13.3,Q5IEC3,protein_coding
ENSG00000252203,,,,,,
ENSG00000108479,2584.0,GALK1,galactokinase 1,17q25.1,P51570,protein_coding
ENSG00000185825,10134.0,BCAP31,B-cell receptor-associated protein 31,Xq28,P51572,protein_coding
ENSG00000224972,,,,,,
ENSG00000219222,,,,,,
ENSG00000266830,,,,,,
ENSG00000203780,92565.0,FANK1,fibronectin type III and ankyrin repeat domains 1,10q26.2,Q8TC84,protein_coding
ENSG00000240898,,,,,,
ENSG00000133256,5158.0,PDE6B,phosphodiesterase 6B,4p16.3,P35913,protein_coding
ENSG00000100462,10419.0,PRMT5,protein arginine methyltransferase 5,14q11.2,O14744,protein_coding
ENSG00000252092,,,,,,
ENSG00000249993,85003.0,BFSP2-AS1,BFSP2 antisense RNA 1,3q22.1,,antisense
ENSG00000227203,,,,,,
ENSG00000251250,,,,,,
ENSG00000212468,,,,,,
ENSG00000125508,6725.0,SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,,Q9H3Y6,protein_coding
ENSG00000163344,10654.0,PMVK,phosphomevalonate kinase,1q21.3,Q15126,protein_coding
ENSG00000248532,,,,,,
ENSG00000172794,326624.0,RAB37,"RAB37, member RAS oncogene family",17q25.1,A0A024R8K6,protein_coding
ENSG00000179869,154664.0,ABCA13,ATP binding cassette subfamily A member 13,7p12.3,A0A0A0MT16,protein_coding
ENSG00000234378,,,,,,
ENSG00000238242,,,,,,
ENSG00000254985,,,,,,
ENSG00000235736,,,,,,
ENSG00000122543,654231.0,OCM,oncomodulin,7p22.1,P0CE72,protein_coding
ENSG00000104738,4173.0,MCM4,minichromosome maintenance complex component 4,8q11.21,B4DLA6,protein_coding
ENSG00000237876,,,,,,
ENSG00000213719,1192.0,CLIC1,chloride intracellular channel 1,6p21.33,O00299,protein_coding
ENSG00000164816,1670.0,DEFA5,defensin alpha 5,8p23.1,Q01523,protein_coding
ENSG00000238116,,,,,,
ENSG00000207451,,,,,,
ENSG00000239070,,,,,,
ENSG00000116685,90231.0,KIAA2013,KIAA2013,1p36.22,Q8IYS2,protein_coding
ENSG00000225391,100294720.0,NHEG1,neuroblastoma highly expressed 1,6q23.3,,lincRNA
ENSG00000233115,,,,,,
ENSG00000253273,,,,,,
ENSG00000143995,4211.0,MEIS1,Meis homeobox 1,2p14,O00470,protein_coding
ENSG00000198331,219844.0,HYLS1,"HYLS1, centriolar and ciliogenesis associated",11q24.2,A0A024R3K0,protein_coding
ENSG00000116459,515.0,ATP5F1,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit B1",1p13.2,P24539,protein_coding
ENSG00000238105,55592.0,GOLGA2P5,golgin A2 pseudogene 5,12q23.1,,transcribed_unprocessed_pseudogene
ENSG00000258628,,,,,,
ENSG00000259404,,,,,,
ENSG00000178177,254251.0,LCORL,ligand dependent nuclear receptor corepressor like,4p15.31,Q8N3X6,protein_coding
ENSG00000266186,,,,,,
ENSG00000241423,,,,,,
ENSG00000107447,1791.0,DNTT,DNA nucleotidylexotransferase,10q24.1,P04053,protein_coding
ENSG00000229628,,,,,,
ENSG00000250893,,,,,,
ENSG00000263526,100616321.0,MIR378G,microRNA 378g,1p21.3,,miRNA
ENSG00000230973,,,,,,
ENSG00000201423,,,,,,
ENSG00000143258,27005.0,USP21,ubiquitin specific peptidase 21,1q23.3,Q9UK80,protein_coding
ENSG00000237595,,,,,,
ENSG00000080189,51006.0,SLC35C2,solute carrier family 35 member C2,20q13.12,Q9NQQ7,protein_coding
ENSG00000223635,,,,,,
ENSG00000232667,,,,,,
ENSG00000249782,,,,,,
ENSG00000127530,26664.0,OR7C1,olfactory receptor family 7 subfamily C member 1,19p13.12,A0A126GWU6,protein_coding
ENSG00000224260,,,,,,
ENSG00000265122,,,,,,
ENSG00000239021,,,,,,
ENSG00000268111,,,,,,
ENSG00000150455,114609.0,TIRAP,TIR domain containing adaptor protein,11q24.2,A0A024R3M4,protein_coding
ENSG00000125384,5732.0,PTGER2,prostaglandin E receptor 2,14q22.1,P43116,protein_coding
ENSG00000228541,,,,,,
ENSG00000259398,,,,,,
ENSG00000252988,,,,,,
ENSG00000205959,,,,,,
ENSG00000116005,51449.0,PCYOX1,prenylcysteine oxidase 1,2p13.3,Q9UHG3,protein_coding
ENSG00000243314,,,,,,
ENSG00000200508,,,,,,
ENSG00000197334,,,,,,
ENSG00000228851,,,,,,
ENSG00000228181,,,,,,
ENSG00000196098,403278.0,OR5K4,olfactory receptor family 5 subfamily K member 4,3q11.2,A6NMS3,protein_coding
ENSG00000120875,1846.0,DUSP4,dual specificity phosphatase 4,8p12,Q13115,protein_coding
ENSG00000199709,,,,,,
ENSG00000212279,,,,,,
ENSG00000242247,26286.0,ARFGAP3,ADP ribosylation factor GTPase activating protein 3,22q13.2,Q9NP61,protein_coding
ENSG00000125841,80023.0,NRSN2,neurensin 2,20p13,Q9GZP1,protein_coding
ENSG00000221525,100302157.0,MIR1185-1,microRNA 1185-1,14q32.31,,miRNA
ENSG00000222880,,,,,,
ENSG00000238199,,,,,,
ENSG00000229896,,,,,,
ENSG00000264735,,,,,,
ENSG00000227363,,,,,,
ENSG00000261226,,,,,,
ENSG00000270747,,,,,,
ENSG00000168014,26005.0,C2CD3,C2 calcium dependent domain containing 3,11q13.4,Q4AC94,protein_coding
ENSG00000225327,645836.0,USP17L3,ubiquitin specific peptidase 17-like family member 3,8p23.1,A6NCW0,protein_coding
ENSG00000207806,,,,,,
ENSG00000271027,,,,,,
ENSG00000206606,,,,,,
ENSG00000255970,101927901.0,LINC02421,long intergenic non-protein coding RNA 2421,12q15,,lincRNA
ENSG00000133103,57511.0,COG6,component of oligomeric golgi complex 6,13q14.11,A0A140VJG7,protein_coding
ENSG00000251125,,,,,,
ENSG00000168757,64591.0,TSPY2,"testis specific protein, Y-linked 2",Yp11.2,A6NKD2,protein_coding
ENSG00000240873,,,,,,
ENSG00000207930,693188.0,MIR603,microRNA 603,10p12.2,,miRNA
ENSG00000233594,,,,,,
ENSG00000254517,,,,,,
ENSG00000204380,100129029.0,PKP4-AS1,PKP4 antisense RNA 1,2q24.1,,antisense
ENSG00000252557,,,,,,
ENSG00000173369,713.0,C1QB,complement C1q B chain,1p36.12,A0A024RAB9,protein_coding
ENSG00000243244,11037.0,STON1,stonin 1,2p16.3,Q9Y6Q2,protein_coding
ENSG00000142623,29943.0,PADI1,peptidyl arginine deiminase 1,1p36.13,Q9ULC6,protein_coding
ENSG00000053372,51154.0,MRTO4,"MRT4 homolog, ribosome maturation factor",1p36.13,A0A024RAE1,protein_coding
ENSG00000254101,,,,,,
ENSG00000249318,,,,,,
ENSG00000162636,284611.0,FAM102B,family with sequence similarity 102 member B,1p13.3,Q5T8I3,protein_coding
ENSG00000243715,100874237.0,CACNA2D3-AS1,CACNA2D3 antisense RNA 1,3p14.3,,antisense
ENSG00000175170,728882.0,FAM182B,family with sequence similarity 182 member B,20p11.1,,protein_coding
ENSG00000181656,54112.0,GPR88,G protein-coupled receptor 88,1p21.2,Q9GZN0,protein_coding
ENSG00000232058,101928475.0,LOC101928475,uncharacterized LOC101928475,17p12,,lincRNA
ENSG00000168806,9836.0,LCMT2,leucine carboxyl methyltransferase 2,15q15.3,O60294,protein_coding
ENSG00000138085,51374.0,ATRAID,all-trans retinoic acid induced differentiation factor,2p23.3,Q6UW56,protein_coding
ENSG00000264605,,,,,,
ENSG00000260318,,,,,,
ENSG00000163599,1493.0,CTLA4,cytotoxic T-lymphocyte associated protein 4,2q33.2,P16410,protein_coding
ENSG00000152359,134359.0,POC5,POC5 centriolar protein,5q13.3,Q8NA72,protein_coding
ENSG00000254162,,,,,,
ENSG00000264515,284395.0,LOC284395,uncharacterized LOC284395,19q12,,processed_transcript
ENSG00000170852,25948.0,KBTBD2,kelch repeat and BTB domain containing 2,7p14.3,A0A024RA38,protein_coding
ENSG00000226917,103106903.0,LINC01276,long intergenic non-protein coding RNA 1276,6p21.1,,lincRNA
ENSG00000230777,,,,,,
ENSG00000251697,,,,,,
ENSG00000258142,,,,,,
ENSG00000137942,54874.0,FNBP1L,formin binding protein 1 like,1p22.1,Q5T0N5,protein_coding
ENSG00000236170,,,,,,
ENSG00000109458,2549.0,GAB1,GRB2 associated binding protein 1,4q31.21,Q13480,protein_coding
ENSG00000227107,,,,,,
ENSG00000260539,,,,,,
ENSG00000113368,4001.0,LMNB1,lamin B1,5q23.2,B4DZT3,protein_coding
ENSG00000267555,,,,,,
ENSG00000258334,101927267.0,LOC101927267,uncharacterized LOC101927267,12q13.12,,antisense
ENSG00000118292,79630.0,C1orf54,chromosome 1 open reading frame 54,1q21.2,Q8WWF1,protein_coding
ENSG00000231529,,,,,,
ENSG00000177710,83650.0,SLC35G5,solute carrier family 35 member G5,8p23.1,Q96KT7,protein_coding
ENSG00000188069,,,,,,
ENSG00000259469,,,,,,
ENSG00000171813,170394.0,PWWP2B,PWWP domain containing 2B,10q26.3,Q6NUJ5,protein_coding
ENSG00000253274,,,,,,
ENSG00000261549,,,,,,
ENSG00000253008,100423036.0,MIR2355,microRNA 2355,2q33.3,,miRNA
ENSG00000207371,,,,,,
ENSG00000188010,729967.0,MORN2,MORN repeat containing 2,2p22.1,Q502X0,protein_coding
ENSG00000224808,,,,,,
ENSG00000156097,83873.0,GPR61,G protein-coupled receptor 61,1p13.3,G4XH66,protein_coding
ENSG00000260091,,,,,,
ENSG00000226245,414197.0,ZNF32-AS1,ZNF32 antisense RNA 1,10q11.21,,antisense
ENSG00000092964,1808.0,DPYSL2,dihydropyrimidinase like 2,8p21.2,A0A1C7CYX9,protein_coding
ENSG00000124155,51604.0,PIGT,phosphatidylinositol glycan anchor biosynthesis class T,20q13.12,Q969N2,protein_coding
ENSG00000257634,,,,,,
ENSG00000144824,90102.0,PHLDB2,pleckstrin homology like domain family B member 2,3q13.2,Q86SQ0,protein_coding
ENSG00000257754,,,,,,
ENSG00000242498,348110.0,ARPIN,actin-related protein 2/3 complex inhibitor,15q26.1,H0YMP5,protein_coding
ENSG00000265863,,,,,,
ENSG00000267659,101928104.0,LINC01482,long intergenic non-protein coding RNA 1482,17q24.2,,lincRNA
ENSG00000165507,11067.0,C10orf10,chromosome 10 open reading frame 10,10q11.21,Q9NTK1,protein_coding
ENSG00000206909,,,,,,
ENSG00000202187,,,,,,
ENSG00000239201,,,,,,
ENSG00000236495,,,,,,
ENSG00000227427,,,,,,
ENSG00000228615,,,,,,
ENSG00000188722,,,,,,
ENSG00000248874,439936.0,C5orf17,chromosome 5 open reading frame 17,5p14.2,,lincRNA
ENSG00000272115,,,,,,
ENSG00000136522,57129.0,MRPL47,mitochondrial ribosomal protein L47,3q26.33,Q9HD33,protein_coding
ENSG00000148158,401548.0,SNX30,sorting nexin family member 30,9q32,Q5VWJ9,protein_coding
ENSG00000230606,,,,,,
ENSG00000255649,,,,,,
ENSG00000207151,,,,,,
ENSG00000213296,,,,,,
ENSG00000233299,,,,,,
ENSG00000249441,,,,,,
ENSG00000252973,,,,,,
ENSG00000223676,,,,,,
ENSG00000189149,,,,,,
ENSG00000201133,,,,,,
ENSG00000238010,,,,,,
ENSG00000267654,100996324.0,LINC01882,long intergenic non-protein coding RNA 1882,18p11.21,,lincRNA
ENSG00000243954,,,,,,
ENSG00000175294,117144.0,CATSPER1,cation channel sperm associated 1,11q13.1,Q8NEC5,protein_coding
ENSG00000250371,,,,,,
ENSG00000100298,164668.0,APOBEC3H,apolipoprotein B mRNA editing enzyme catalytic subunit 3H,22q13.1,B7TQM4,protein_coding
ENSG00000265853,,,,,,
ENSG00000073756,5743.0,PTGS2,prostaglandin-endoperoxide synthase 2,1q31.1,P35354,protein_coding
ENSG00000173838,162333.0,10-Mar,membrane associated ring-CH-type finger 10,17q23.2,A0A140VKA1,protein_coding
ENSG00000207613,406957.0,MIR181C,microRNA 181c,19p13.12,,miRNA
ENSG00000216020,,,,,,
ENSG00000226306,4888.0,NPY6R,neuropeptide Y receptor Y6 (pseudogene),5q31.2,,transcribed_processed_pseudogene
ENSG00000119383,5524.0,PTPA,protein phosphatase 2 phosphatase activator,9q34.11,F6WIT2,protein_coding
ENSG00000250049,,,,,,
ENSG00000225809,,,,,,
ENSG00000166033,5654.0,HTRA1,HtrA serine peptidase 1,10q26.13,Q92743,protein_coding
ENSG00000254134,,,,,,
ENSG00000116151,79906.0,MORN1,MORN repeat containing 1,1p36.32,Q5T089,protein_coding
ENSG00000224551,,,,,,
ENSG00000226140,,,,,,
ENSG00000267334,,,,,,
ENSG00000232833,,,,,,
ENSG00000236355,,,,,,
ENSG00000166986,4141.0,MARS,methionyl-tRNA synthetase,12q13.3,P56192,protein_coding
ENSG00000237682,,,,,,
ENSG00000236066,,,,,,
ENSG00000255621,,,,,,
ENSG00000227569,,,,,,
ENSG00000253645,,,,,,
ENSG00000152208,2895.0,GRID2,glutamate ionotropic receptor delta type subunit 2,4q22.1-q22.2,O43424,protein_coding
ENSG00000241385,,,,,,
ENSG00000224679,,,,,,
ENSG00000223810,,,,,,
ENSG00000255122,,,,,,
ENSG00000265827,,,,,,
ENSG00000130528,3270.0,HRC,histidine rich calcium binding protein,19q13.33,P23327,protein_coding
ENSG00000270426,,,,,,
ENSG00000075336,29090.0,TIMM21,translocase of inner mitochondrial membrane 21,18q22.3,A8K1K8,protein_coding
ENSG00000178031,92949.0,ADAMTSL1,ADAMTS like 1,9p22.2-p22.1,Q6MZQ3,protein_coding
ENSG00000084754,3030.0,HADHA,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit",2p23.3,E9KL44,protein_coding
ENSG00000272293,,,,,,
ENSG00000224604,,,,,,
ENSG00000141646,4089.0,SMAD4,SMAD family member 4,18q21.2,A0A024R274,protein_coding
ENSG00000244155,,,,,,
ENSG00000219253,,,,,,
ENSG00000204793,,,,,,
ENSG00000187555,7874.0,USP7,ubiquitin specific peptidase 7,16p13.2,B7ZAX6,protein_coding
ENSG00000232366,,,,,,
ENSG00000223624,,,,,,
ENSG00000271400,,,,,,
ENSG00000236779,,,,,,
ENSG00000267651,,,,,,
ENSG00000103021,29070.0,CCDC113,coiled-coil domain containing 113,16q21,Q9H0I3,protein_coding
ENSG00000241155,100874246.0,ARHGAP31-AS1,ARHGAP31 antisense RNA 1,3q13.33,,antisense
ENSG00000063127,28968.0,SLC6A16,solute carrier family 6 member 16,19q13.33,Q9GZN6,protein_coding
ENSG00000255535,,,,,,
ENSG00000234047,,,,,,
ENSG00000224273,,,,,,
ENSG00000272050,,,,,,
ENSG00000197421,2679.0,GGT3P,gamma-glutamyltransferase 3 pseudogene,22q11.21,,transcribed_unprocessed_pseudogene
ENSG00000253521,93668.0,HPYR1,Helicobacter pylori responsive 1 (non-protein coding),8q24.22,,lincRNA
ENSG00000176970,,,,,,
ENSG00000196275,84163.0,GTF2IRD2,GTF2I repeat domain containing 2,7q11.23,Q86UP8,protein_coding
ENSG00000260594,,,,,,
ENSG00000213526,,,,,,
ENSG00000224190,,,,,,
ENSG00000271257,,,,,,
ENSG00000200029,,,,,,
ENSG00000171984,149840.0,C20orf196,chromosome 20 open reading frame 196,20p12.3,Q8IYI0,protein_coding
ENSG00000207467,,,,,,
ENSG00000200179,,,,,,
ENSG00000229419,26134.0,RALGAPA1P1,Ral GTPase activating protein catalytic alpha subunit 1 pseudogene 1,9q31.2,,processed_pseudogene
ENSG00000270921,,,,,,
ENSG00000229309,,,,,,
ENSG00000211666,,,,,,
ENSG00000233708,,,,,,
ENSG00000263618,,,,,,
ENSG00000215003,,,,,,
ENSG00000227507,4050.0,LTB,lymphotoxin beta,6p21.33,Q06643,protein_coding
ENSG00000234594,,,,,,
ENSG00000265579,,,,,,
ENSG00000200475,,,,,,
ENSG00000265286,,,,,,
ENSG00000254951,283299.0,LOC283299,uncharacterized LOC283299,11p15.4,,sense_overlapping
ENSG00000100092,23616.0,SH3BP1,SH3 domain binding protein 1,22q13.1,Q9Y3L3,protein_coding
ENSG00000114268,5210.0,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",3p21.31,Q16877,protein_coding
ENSG00000220793,,,,,,
ENSG00000266128,,,,,,
ENSG00000154721,58494.0,JAM2,junctional adhesion molecule 2,21q21.3,P57087,protein_coding
ENSG00000159761,388284.0,C16orf86,chromosome 16 open reading frame 86,16q22.1,Q6ZW13,protein_coding
ENSG00000249012,,,,,,
ENSG00000101331,140706.0,CCM2L,CCM2 like scaffolding protein,20q11.21,Q9NUG4,protein_coding
ENSG00000267193,,,,,,
ENSG00000251643,,,,,,
ENSG00000242078,,,,,,
ENSG00000207586,406926.0,MIR135A2,microRNA 135a-2,12q23.1,,miRNA
ENSG00000250959,2749.0,GLUD1P3,glutamate dehydrogenase 1 pseudogene 3,10q22.2,,transcribed_unprocessed_pseudogene
ENSG00000255019,,,,,,
ENSG00000184445,9735.0,KNTC1,kinetochore associated 1,12q24.31,P50748,protein_coding
ENSG00000199404,,,,,,
ENSG00000233785,,,,,,
ENSG00000222282,,,,,,
ENSG00000268674,729587.0,FAM231C,family with sequence similarity 231 member C,1p36.13,P0DMU3,protein_coding
ENSG00000242715,728591.0,CCDC169,coiled-coil domain containing 169,13q13.3,A6NNP5,protein_coding
ENSG00000225913,,,,,,
ENSG00000259005,,,,,,
ENSG00000165181,158401.0,C9orf84,chromosome 9 open reading frame 84,9q31.3,Q6ZU10,protein_coding
ENSG00000140382,10363.0,HMG20A,high mobility group 20A,15q24.3,Q9NP66,protein_coding
ENSG00000214992,,,,,,
ENSG00000232194,,,,,,
ENSG00000206665,,,,,,
ENSG00000184588,5142.0,PDE4B,phosphodiesterase 4B,1p31.3,Q07343,protein_coding
ENSG00000160551,57551.0,TAOK1,TAO kinase 1,17q11.2,A0A024QZ70,protein_coding
ENSG00000128487,92521.0,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,17p11.2,A0A024QYY9,protein_coding
ENSG00000189186,347442.0,DCAF8L2,DDB1 and CUL4 associated factor 8 like 2,Xp21.3,P0C7V8,protein_coding
ENSG00000229808,,,,,,
ENSG00000196689,7442.0,TRPV1,transient receptor potential cation channel subfamily V member 1,17p13.2,Q8NER1,protein_coding
ENSG00000226008,,,,,,
ENSG00000257644,,,,,,
ENSG00000254696,,,,,,
ENSG00000173040,132884.0,EVC2,EvC ciliary complex subunit 2,4p16.2,Q86UK5,protein_coding
ENSG00000256684,105369443.0,LOC105369443,uncharacterized LOC105369443,11q21,,lincRNA
ENSG00000128944,90417.0,KNSTRN,kinetochore localized astrin/SPAG5 binding protein,15q15.1,Q9Y448,protein_coding
ENSG00000230881,,,,,,
ENSG00000213174,,,,,,
ENSG00000260171,,,,,,
ENSG00000147059,54466.0,SPIN2A,spindlin family member 2A,Xp11.21,A0A024R9W1,protein_coding
ENSG00000264647,,,,,,
ENSG00000230393,,,,,,
ENSG00000178107,,,,,,
ENSG00000167941,50964.0,SOST,sclerostin,17q21.31,Q9BQB4,protein_coding
ENSG00000104863,64130.0,LIN7B,"lin-7 homolog B, crumbs cell polarity complex component",19q13.33,Q9HAP6,protein_coding
ENSG00000090266,4708.0,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2,7q34,A4D1T5,protein_coding
ENSG00000226548,,,,,,
ENSG00000143452,84072.0,HORMAD1,HORMA domain containing 1,1q21.3,Q86X24,protein_coding
ENSG00000111344,8437.0,RASAL1,RAS protein activator like 1,12q24.13,O95294,protein_coding
ENSG00000238205,347411.0,MPC1L,mitochondrial pyruvate carrier 1-like,Xp11.4,P0DKB6,protein_coding
ENSG00000166159,654429.0,LRTM2,leucine rich repeats and transmembrane domains 2,12p13.33,Q8N967,protein_coding
ENSG00000261108,,,,,,
ENSG00000261573,,,,,,
ENSG00000264110,100422823.0,MIR4300,microRNA 4300,11q14.1,,miRNA
ENSG00000254394,101927141.0,LOC101927141,uncharacterized LOC101927141,8q21.13,,lincRNA
ENSG00000171723,10243.0,GPHN,gephyrin,14q23.3-q24.1,Q9NQX3,protein_coding
ENSG00000252104,,,,,,
ENSG00000213182,,,,,,
ENSG00000271415,,,,,,
ENSG00000243581,,,,,,
ENSG00000228803,109729153.0,MTCYBP42,mitochondrially encoded cytochrome b pseudogene 42,7p15.3,,processed_pseudogene
ENSG00000153975,221302.0,ZUFSP,zinc finger with UFM1 specific peptidase domain,6q22.1,A0A0S2Z644,protein_coding
ENSG00000201674,,,,,,
ENSG00000233223,100996842.0,LOC100996842,uncharacterized LOC100996842,17p13.1,,antisense
ENSG00000213652,,,,,,
ENSG00000225502,,,,,,
ENSG00000251045,340074.0,LINC01959,long intergenic non-protein coding RNA 1959,5q31.1,,lincRNA
ENSG00000229088,,,,,,
ENSG00000250940,,,,,,
ENSG00000260526,,,,,,
ENSG00000148671,10974.0,ADIRF,adipogenesis regulatory factor,10q23.2,Q15847,protein_coding
ENSG00000151224,4143.0,MAT1A,methionine adenosyltransferase 1A,10q22.3,Q00266,protein_coding
ENSG00000128165,79924.0,ADM2,adrenomedullin 2,22q13.33,Q7Z4H4,protein_coding
ENSG00000221886,63920.0,ZBED8,zinc finger BED-type containing 8,5q33.3,Q8IZ13,protein_coding
ENSG00000272688,,,,,,
ENSG00000236013,100507477.0,LOC100507477,uncharacterized LOC100507477,6q24.1,,lincRNA
ENSG00000238575,,,,,,
ENSG00000248764,,,,,,
ENSG00000234055,,,,,,
ENSG00000220201,100125288.0,ZGLP1,"zinc finger, GATA-like protein 1",19p13.2,P0C6A0,protein_coding
ENSG00000163568,9447.0,AIM2,absent in melanoma 2,1q23.1-q23.2,O14862,protein_coding
ENSG00000161677,126119.0,JOSD2,Josephin domain containing 2,19q13.33,A0A024R4G2,protein_coding
ENSG00000135698,10200.0,MPHOSPH6,M-phase phosphoprotein 6,16q23.3,Q99547,protein_coding
ENSG00000214541,,,,,,
ENSG00000226429,,,,,,
ENSG00000224410,,,,,,
ENSG00000261072,,,,,,
ENSG00000171840,4815.0,NINJ2,ninjurin 2,12p13.33,F8WBZ3,protein_coding
ENSG00000179626,341418.0,OR6C4,olfactory receptor family 6 subfamily C member 4,12q13.2,Q8NGE1,protein_coding
ENSG00000221048,,,,,,
ENSG00000141540,94015.0,TTYH2,tweety family member 2,17q25.1,B4DKD1,protein_coding
ENSG00000243398,,,,,,
ENSG00000234597,,,,,,
ENSG00000224848,,,,,,
ENSG00000237954,,,,,,
ENSG00000145879,84651.0,SPINK7,"serine peptidase inhibitor, Kazal type 7 (putative)",5q32,P58062,protein_coding
ENSG00000221287,100302134.0,MIR1289-2,microRNA 1289-2,5q31.1,,miRNA
ENSG00000160211,2539.0,G6PD,glucose-6-phosphate dehydrogenase,Xq28,P11413,protein_coding
ENSG00000176087,113829.0,SLC35A4,solute carrier family 35 member A4,5q31.3,Q96G79,protein_coding
ENSG00000146839,7455.0,ZAN,zonadhesin (gene/pseudogene),7q22.1,A0A087WU49,protein_coding
ENSG00000246790,,,,,,
ENSG00000178440,,,,,,
ENSG00000249404,,,,,,
ENSG00000249572,,,,,,
ENSG00000223716,,,,,,
ENSG00000249275,,,,,,
ENSG00000257515,,,,,,
ENSG00000107554,23268.0,DNMBP,dynamin binding protein,10q24.2,A0A1B0GTX1,protein_coding
ENSG00000214465,,,,,,
ENSG00000170255,259249.0,MRGPRX1,MAS related GPR family member X1,11p15.1,Q96LB2,protein_coding
ENSG00000077279,1641.0,DCX,doublecortin,Xq23,A0A140LJL1,protein_coding
ENSG00000123999,3623.0,INHA,inhibin alpha subunit,2q35,P05111,protein_coding
ENSG00000222518,,,,,,
ENSG00000145390,54532.0,USP53,ubiquitin specific peptidase 53,4q26,Q70EK8,protein_coding
ENSG00000225840,,,,,,
ENSG00000204179,26095.0,PTPN20,"protein tyrosine phosphatase, non-receptor type 20",10q11.22,Q4JDL3,protein_coding
ENSG00000168002,5436.0,POLR2G,RNA polymerase II subunit G,11q12.3,P62487,protein_coding
ENSG00000160117,126549.0,ANKLE1,ankyrin repeat and LEM domain containing 1,19p13.11,B4E124,protein_coding
ENSG00000228392,101929116.0,LOC101929116,uncharacterized LOC101929116,9q33.3,,lincRNA
ENSG00000253162,,,,,,
ENSG00000254138,,,,,,
ENSG00000251887,,,,,,
ENSG00000181938,64785.0,GINS3,GINS complex subunit 3,16q21,A0A0S2Z5P2,protein_coding
ENSG00000263720,,,,,,
ENSG00000008405,1407.0,CRY1,cryptochrome circadian clock 1,12q23.3,A2I2P0,protein_coding
ENSG00000238680,,,,,,
ENSG00000143536,49860.0,CRNN,cornulin,1q21.3,Q9UBG3,protein_coding
ENSG00000253027,,,,,,
ENSG00000230067,,,,,,
ENSG00000010327,23166.0,STAB1,stabilin 1,3p21.1,Q9NY15,protein_coding
ENSG00000273344,202781.0,PAXIP1-AS1,PAXIP1 antisense RNA 1 (head to head),7q36.2,,lincRNA
ENSG00000237903,,,,,,
ENSG00000207310,,,,,,
ENSG00000230260,,,,,,
ENSG00000207098,,,,,,
ENSG00000263873,,,,,,
ENSG00000120727,51247.0,PAIP2,poly(A) binding protein interacting protein 2,5q31.2,Q49AE6,protein_coding
ENSG00000258746,,,,,,
ENSG00000124762,1026.0,CDKN1A,cyclin dependent kinase inhibitor 1A,6p21.2,A0A024RCX5,protein_coding
ENSG00000239228,,,,,,
ENSG00000235939,,,,,,
ENSG00000223740,,,,,,
ENSG00000249309,,,,,,
ENSG00000235248,,,,,,
ENSG00000255038,,,,,,
ENSG00000254338,104326051.0,MAFA-AS1,MAFA antisense RNA 1,8q24.3,,antisense
ENSG00000259179,,,,,,
ENSG00000163354,127579.0,DCST2,DC-STAMP domain containing 2,1q21.3,Q5T1A1,protein_coding
ENSG00000211825,,,,,,
ENSG00000229708,,,,,,
ENSG00000252703,,,,,,
